year,round,race_name,circuit,date,race_id,driver,driver_number,team,position,grid_position,points,status,is_winner,is_podium,is_points,is_dnf,fastest_lap,quali_position,q1_time,q2_time,q3_time,is_fastest_lap
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,TSU,22,RB,14.0,11.0,0.0,Lapped,0,0,0,0,,11.0,90.481,90.129,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,ALB,23,Williams,15.0,13.0,0.0,Lapped,0,0,0,0,,13.0,90.397,90.221,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,HUL,27,Haas F1 Team,16.0,10.0,0.0,Lapped,0,0,0,0,,10.0,90.566,89.851,90.502,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,OCO,31,Alpine,17.0,19.0,0.0,Lapped,0,0,0,0,,19.0,90.793,,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,GAS,10,Alpine,18.0,20.0,0.0,Lapped,0,0,0,0,,20.0,90.948,,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,BOT,77,Kick Sauber,19.0,16.0,0.0,Lapped,0,0,0,0,,16.0,90.756,,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,SAR,2,Williams,20.0,18.0,0.0,Lapped,0,0,0,0,,18.0,90.77,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,88.171,88.033,87.472,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,PER,11,Red Bull Racing,2.0,3.0,18.0,Finished,0,1,1,0,,3.0,88.638,88.467,87.807,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,LEC,16,Ferrari,3.0,2.0,16.0,Finished,0,1,1,0,,2.0,88.318,88.112,87.791,1
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,PIA,81,McLaren,4.0,5.0,12.0,Finished,0,0,1,0,,5.0,88.755,88.343,88.089,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,ALO,14,Aston Martin,5.0,4.0,10.0,Finished,0,0,1,0,,4.0,88.706,88.122,87.846,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,RUS,63,Mercedes,6.0,7.0,8.0,Finished,0,0,1,0,,7.0,88.749,88.448,88.316,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,BEA,38,Ferrari,7.0,11.0,6.0,Finished,0,0,1,0,,11.0,88.984,88.642,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,NOR,4,McLaren,8.0,6.0,4.0,Finished,0,0,1,0,,6.0,88.805,88.479,88.132,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,HAM,44,Mercedes,9.0,8.0,2.0,Finished,0,0,1,0,,8.0,88.994,88.606,88.46,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,HUL,27,Haas F1 Team,10.0,15.0,1.0,Finished,0,0,1,0,,15.0,89.055,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,ALB,23,Williams,11.0,12.0,0.0,Finished,0,0,0,0,,12.0,89.107,88.98,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,MAG,20,Haas F1 Team,12.0,13.0,0.0,Finished,0,0,0,0,,13.0,89.069,89.02,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,OCO,31,Alpine,13.0,17.0,0.0,Lapped,0,0,0,0,,17.0,89.475,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,SAR,2,Williams,14.0,19.0,0.0,Lapped,0,0,0,0,,19.0,89.526,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,TSU,22,RB,15.0,9.0,0.0,Lapped,0,0,0,0,,9.0,88.988,88.564,88.547,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,RIC,3,RB,16.0,14.0,0.0,Lapped,0,0,0,0,,14.0,89.065,89.025,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,BOT,77,Kick Sauber,17.0,16.0,0.0,Lapped,0,0,0,0,,16.0,89.179,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,ZHO,24,Kick Sauber,18.0,20.0,0.0,Lapped,0,0,0,0,,20.0,,,,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,STR,18,Aston Martin,19.0,10.0,0.0,Retired,0,0,0,1,,10.0,88.25,88.578,88.572,0
2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09,2024_2,GAS,10,Alpine,20.0,18.0,0.0,Retired,0,0,0,1,,18.0,89.479,,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,SAI,55,Ferrari,1.0,2.0,25.0,Finished,1,1,1,0,,2.0,76.731,76.189,76.185,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,LEC,16,Ferrari,2.0,4.0,19.0,Finished,0,1,1,0,,5.0,76.984,76.304,76.435,1
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,NOR,4,McLaren,3.0,3.0,15.0,Finished,0,1,1,0,,4.0,77.43,76.75,76.315,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,PIA,81,McLaren,4.0,5.0,12.0,Finished,0,0,1,0,,6.0,77.369,76.601,76.572,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,PER,11,Red Bull Racing,5.0,6.0,10.0,Finished,0,0,1,0,,3.0,76.805,76.631,76.274,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,STR,18,Aston Martin,6.0,9.0,8.0,Finished,0,0,1,0,,9.0,77.376,76.78,77.072,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,TSU,22,RB,7.0,8.0,6.0,Finished,0,0,1,0,,8.0,77.356,76.791,76.788,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,ALO,14,Aston Martin,8.0,10.0,4.0,Finished,0,0,1,0,,10.0,76.991,76.71,77.552,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,HUL,27,Haas F1 Team,9.0,16.0,2.0,Finished,0,0,1,0,,16.0,77.976,,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,MAG,20,Haas F1 Team,10.0,14.0,1.0,Lapped,0,0,1,0,,14.0,77.709,77.427,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,ALB,23,Williams,11.0,12.0,0.0,Lapped,0,0,0,0,,12.0,77.13,77.167,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,RIC,3,RB,12.0,18.0,0.0,Lapped,0,0,0,0,,18.0,78.085,,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,GAS,10,Alpine,13.0,17.0,0.0,Lapped,0,0,0,0,,17.0,77.982,,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,BOT,77,Kick Sauber,14.0,13.0,0.0,Lapped,0,0,0,0,,13.0,77.543,77.34,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,ZHO,24,Kick Sauber,15.0,19.0,0.0,Lapped,0,0,0,0,,19.0,78.188,,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,OCO,31,Alpine,16.0,15.0,0.0,Lapped,0,0,0,0,,15.0,77.617,77.697,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,RUS,63,Mercedes,17.0,7.0,0.0,Retired,0,0,0,1,,7.0,77.062,76.901,76.724,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,HAM,44,Mercedes,18.0,11.0,0.0,Retired,0,0,0,1,,11.0,77.499,76.96,,0
2024,3,Australian Grand Prix,Melbourne,2024-03-24,2024_3,VER,1,Red Bull Racing,19.0,1.0,0.0,Retired,0,0,0,1,,1.0,76.819,76.387,75.915,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,VER,1,Red Bull Racing,1.0,1.0,26.0,Finished,1,1,1,0,,1.0,88.866,88.74,88.197,1
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,PER,11,Red Bull Racing,2.0,2.0,18.0,Finished,0,1,1,0,,2.0,89.303,88.752,88.263,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,SAI,55,Ferrari,3.0,4.0,15.0,Finished,0,1,1,0,,4.0,89.513,89.099,88.682,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,LEC,16,Ferrari,4.0,8.0,12.0,Finished,0,0,1,0,,8.0,89.338,89.196,88.786,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,NOR,4,McLaren,5.0,3.0,10.0,Finished,0,0,1,0,,3.0,89.536,88.94,88.489,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,ALO,14,Aston Martin,6.0,5.0,8.0,Finished,0,0,1,0,,5.0,89.254,89.082,88.686,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,RUS,63,Mercedes,7.0,9.0,6.0,Finished,0,0,1,0,,9.0,89.799,89.14,89.008,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,PIA,81,McLaren,8.0,6.0,4.0,Finished,0,0,1,0,,6.0,89.425,89.148,88.76,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,HAM,44,Mercedes,9.0,7.0,2.0,Finished,0,0,1,0,,7.0,89.661,88.887,88.766,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,TSU,22,RB,10.0,10.0,1.0,Lapped,0,0,1,0,,10.0,89.775,89.417,89.413,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,HUL,27,Haas F1 Team,11.0,12.0,0.0,Lapped,0,0,0,0,,12.0,89.821,89.494,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,STR,18,Aston Martin,12.0,16.0,0.0,Lapped,0,0,0,0,,16.0,90.024,,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,MAG,20,Haas F1 Team,13.0,18.0,0.0,Lapped,0,0,0,0,,18.0,90.131,,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,BOT,77,Kick Sauber,14.0,13.0,0.0,Lapped,0,0,0,0,,13.0,89.602,89.593,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,OCO,31,Alpine,15.0,15.0,0.0,Lapped,0,0,0,0,,15.0,89.811,89.816,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,GAS,10,Alpine,16.0,17.0,0.0,Lapped,0,0,0,0,,17.0,90.119,,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,SAR,2,Williams,17.0,19.0,0.0,Lapped,0,0,0,0,,19.0,90.139,,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,ZHO,24,Kick Sauber,18.0,20.0,0.0,Retired,0,0,0,1,,20.0,90.143,,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,RIC,3,RB,19.0,11.0,0.0,Retired,0,0,0,1,,11.0,89.727,89.472,,0
2024,4,Japanese Grand Prix,Suzuka,2024-04-07,2024_4,ALB,23,Williams,20.0,14.0,0.0,Retired,0,0,0,1,,14.0,89.963,89.714,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,94.742,93.794,93.66,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,NOR,4,McLaren,2.0,4.0,18.0,Finished,0,1,1,0,,4.0,94.842,94.46,94.165,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,PER,11,Red Bull Racing,3.0,2.0,15.0,Finished,0,1,1,0,,2.0,95.457,94.026,93.982,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,LEC,16,Ferrari,4.0,6.0,12.0,Finished,0,0,1,0,,6.0,94.797,94.399,94.289,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,SAI,55,Ferrari,5.0,7.0,10.0,Finished,0,0,1,0,,7.0,94.97,94.368,94.297,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,RUS,63,Mercedes,6.0,8.0,8.0,Finished,0,0,1,0,,8.0,95.084,94.609,94.433,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,ALO,14,Aston Martin,7.0,3.0,7.0,Finished,0,0,1,0,,3.0,95.116,94.652,94.148,1
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,PIA,81,McLaren,8.0,5.0,4.0,Finished,0,0,1,0,,5.0,95.014,94.659,94.273,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,HAM,44,Mercedes,9.0,18.0,2.0,Finished,0,0,1,0,,18.0,95.573,,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,HUL,27,Haas F1 Team,10.0,9.0,1.0,Finished,0,0,1,0,,9.0,95.068,94.667,94.604,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,OCO,31,Alpine,11.0,13.0,0.0,Finished,0,0,0,0,,13.0,95.356,95.223,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,ALB,23,Williams,12.0,14.0,0.0,Finished,0,0,0,0,,14.0,95.384,95.241,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,GAS,10,Alpine,13.0,15.0,0.0,Finished,0,0,0,0,,15.0,95.287,95.463,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,ZHO,24,Kick Sauber,14.0,16.0,0.0,Finished,0,0,0,0,,16.0,95.505,,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,STR,18,Aston Martin,15.0,11.0,0.0,Finished,0,0,0,0,,11.0,95.334,94.838,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,MAG,20,Haas F1 Team,16.0,17.0,0.0,Finished,0,0,0,0,,17.0,95.516,,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,SAR,2,Williams,17.0,20.0,0.0,Finished,0,0,0,0,,20.0,96.358,,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,RIC,3,RB,18.0,12.0,0.0,Retired,0,0,0,1,,12.0,95.443,94.934,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,TSU,22,RB,19.0,19.0,0.0,Retired,0,0,0,1,,19.0,95.746,,,0
2024,5,Chinese Grand Prix,Shanghai,2024-04-21,2024_5,BOT,77,Kick Sauber,20.0,10.0,0.0,Retired,0,0,0,1,,10.0,95.169,94.769,94.665,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,NOR,4,McLaren,1.0,5.0,25.0,Finished,1,1,1,0,,5.0,87.913,87.871,87.594,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,VER,1,Red Bull Racing,2.0,1.0,18.0,Finished,0,1,1,0,,1.0,87.689,87.566,87.241,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,LEC,16,Ferrari,3.0,2.0,15.0,Finished,0,1,1,0,,2.0,88.081,87.533,87.382,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,PER,11,Red Bull Racing,4.0,4.0,12.0,Finished,0,0,1,0,,4.0,87.772,87.839,87.46,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,SAI,55,Ferrari,5.0,3.0,10.0,Finished,0,0,1,0,,3.0,87.937,87.941,87.455,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,HAM,44,Mercedes,6.0,8.0,8.0,Finished,0,0,1,0,,8.0,88.167,87.697,88.107,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,TSU,22,RB,7.0,10.0,6.0,Finished,0,0,1,0,,10.0,88.324,88.167,88.192,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,RUS,63,Mercedes,8.0,7.0,4.0,Finished,0,0,1,0,,7.0,88.159,88.095,88.067,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,ALO,14,Aston Martin,9.0,15.0,2.0,Finished,0,0,1,0,,15.0,88.453,88.427,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,OCO,31,Alpine,10.0,13.0,1.0,Finished,0,0,1,0,,13.0,88.209,88.371,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,HUL,27,Haas F1 Team,11.0,9.0,0.0,Finished,0,0,0,0,,9.0,88.383,88.2,88.146,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,GAS,10,Alpine,12.0,12.0,0.0,Finished,0,0,0,0,,12.0,87.976,88.324,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,PIA,81,McLaren,13.0,6.0,0.0,Finished,0,0,0,0,,6.0,88.032,87.721,87.675,1
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,ZHO,24,Kick Sauber,14.0,19.0,0.0,Finished,0,0,0,0,,20.0,88.824,,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,RIC,3,RB,15.0,20.0,0.0,Finished,0,0,0,0,,18.0,88.617,,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,BOT,77,Kick Sauber,16.0,16.0,0.0,Finished,0,0,0,0,,16.0,88.463,,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,STR,18,Aston Martin,17.0,11.0,0.0,Finished,0,0,0,0,,11.0,88.177,88.222,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,ALB,23,Williams,18.0,14.0,0.0,Finished,0,0,0,0,,14.0,88.343,88.413,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,MAG,20,Haas F1 Team,19.0,18.0,0.0,Finished,0,0,0,0,,19.0,88.619,,,0
2024,6,Miami Grand Prix,Miami,2024-05-05,2024_6,SAR,2,Williams,20.0,17.0,0.0,Retired,0,0,0,1,,17.0,88.487,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,75.762,75.176,74.746,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,NOR,4,McLaren,2.0,2.0,18.0,Finished,0,1,1,0,,3.0,75.915,75.371,74.837,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,LEC,16,Ferrari,3.0,3.0,15.0,Finished,0,1,1,0,,4.0,75.823,75.328,74.97,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,PIA,81,McLaren,4.0,5.0,12.0,Finished,0,0,1,0,,2.0,75.94,75.407,74.82,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,SAI,55,Ferrari,5.0,4.0,10.0,Finished,0,0,1,0,,5.0,76.015,75.512,75.233,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,HAM,44,Mercedes,6.0,8.0,8.0,Finished,0,0,1,0,,8.0,76.604,75.677,75.504,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,RUS,63,Mercedes,7.0,6.0,7.0,Finished,0,0,1,0,,6.0,76.107,75.671,75.234,1
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,PER,11,Red Bull Racing,8.0,11.0,4.0,Finished,0,0,1,0,,11.0,76.404,75.706,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,STR,18,Aston Martin,9.0,13.0,2.0,Finished,0,0,1,0,,13.0,76.458,75.992,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,TSU,22,RB,10.0,7.0,1.0,Lapped,0,0,1,0,,7.0,75.894,75.358,75.465,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,HUL,27,Haas F1 Team,11.0,10.0,0.0,Lapped,0,0,0,0,,10.0,75.841,75.569,75.98,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,MAG,20,Haas F1 Team,12.0,18.0,0.0,Lapped,0,0,0,0,,18.0,76.854,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,RIC,3,RB,13.0,9.0,0.0,Lapped,0,0,0,0,,9.0,76.06,75.691,75.674,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,OCO,31,Alpine,14.0,12.0,0.0,Lapped,0,0,0,0,,12.0,76.361,75.906,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,ZHO,24,Kick Sauber,15.0,17.0,0.0,Lapped,0,0,0,0,,17.0,76.834,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,GAS,10,Alpine,16.0,15.0,0.0,Lapped,0,0,0,0,,15.0,76.015,76.381,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,SAR,2,Williams,17.0,19.0,0.0,Lapped,0,0,0,0,,20.0,,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,BOT,77,Kick Sauber,18.0,16.0,0.0,Lapped,0,0,0,0,,16.0,76.626,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,ALO,14,Aston Martin,19.0,20.0,0.0,Lapped,0,0,0,0,,19.0,76.917,,,0
2024,7,Emilia Romagna Grand Prix,Imola,2024-05-19,2024_7,ALB,23,Williams,20.0,14.0,0.0,Retired,0,0,0,1,,14.0,76.524,76.2,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,LEC,16,Ferrari,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,71.584,70.825,70.27,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,PIA,81,McLaren,2.0,2.0,18.0,Finished,0,1,1,0,,2.0,71.5,70.756,70.424,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,SAI,55,Ferrari,3.0,3.0,15.0,Finished,0,1,1,0,,3.0,71.543,71.075,70.518,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,NOR,4,McLaren,4.0,4.0,12.0,Finished,0,0,1,0,,4.0,71.76,70.732,70.542,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,RUS,63,Mercedes,5.0,5.0,10.0,Finished,0,0,1,0,,5.0,71.492,70.929,70.543,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,VER,1,Red Bull Racing,6.0,6.0,8.0,Finished,0,0,1,0,,6.0,71.711,70.745,70.567,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,HAM,44,Mercedes,7.0,7.0,7.0,Finished,0,0,1,0,,7.0,71.528,71.056,70.621,1
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,TSU,22,RB,8.0,8.0,4.0,Lapped,0,0,1,0,,8.0,71.852,71.106,70.858,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,ALB,23,Williams,9.0,9.0,2.0,Lapped,0,0,1,0,,9.0,71.623,71.216,70.948,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,GAS,10,Alpine,10.0,10.0,1.0,Lapped,0,0,1,0,,10.0,71.714,70.896,71.311,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,ALO,14,Aston Martin,11.0,14.0,0.0,Lapped,0,0,0,0,,14.0,72.019,,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,RIC,3,RB,12.0,12.0,0.0,Lapped,0,0,0,0,,12.0,71.785,71.482,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,BOT,77,Kick Sauber,13.0,17.0,0.0,Lapped,0,0,0,0,,17.0,72.512,,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,STR,18,Aston Martin,14.0,13.0,0.0,Lapped,0,0,0,0,,13.0,71.728,71.563,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,SAR,2,Williams,15.0,15.0,0.0,Lapped,0,0,0,0,,15.0,72.02,,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,ZHO,24,Kick Sauber,16.0,18.0,0.0,Lapped,0,0,0,0,,18.0,73.028,,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,OCO,31,Alpine,17.0,11.0,0.0,Retired,0,0,0,1,,11.0,71.887,71.285,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,PER,11,Red Bull Racing,18.0,16.0,0.0,Retired,0,0,0,1,,16.0,72.06,,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,HUL,27,Haas F1 Team,19.0,19.0,0.0,Retired,0,0,0,1,,14.0,71.876,71.44,,0
2024,8,Monaco Grand Prix,Monaco,2024-05-26,2024_8,MAG,20,Haas F1 Team,20.0,20.0,0.0,Retired,0,0,0,1,,15.0,71.832,71.725,,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,VER,1,Red Bull Racing,1.0,2.0,25.0,Finished,1,1,1,0,,2.0,72.36,72.549,72.0,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,NOR,4,McLaren,2.0,3.0,18.0,Finished,0,1,1,0,,3.0,72.959,72.201,72.021,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,RUS,63,Mercedes,3.0,1.0,15.0,Finished,0,1,1,0,,1.0,73.013,71.742,72.0,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,HAM,44,Mercedes,4.0,7.0,13.0,Finished,0,0,1,0,,7.0,72.851,71.979,72.28,1
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,PIA,81,McLaren,5.0,4.0,10.0,Finished,0,0,1,0,,4.0,72.907,72.462,72.103,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,ALO,14,Aston Martin,6.0,6.0,8.0,Finished,0,0,1,0,,6.0,73.117,72.635,72.228,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,STR,18,Aston Martin,7.0,9.0,6.0,Finished,0,0,1,0,,9.0,73.088,72.659,72.701,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,RIC,3,RB,8.0,5.0,4.0,Finished,0,0,1,0,,5.0,73.24,72.572,72.178,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,GAS,10,Alpine,9.0,15.0,2.0,Finished,0,0,1,0,,15.0,73.289,72.94,,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,OCO,31,Alpine,10.0,18.0,1.0,Finished,0,0,1,0,,18.0,73.435,,,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,HUL,27,Haas F1 Team,11.0,17.0,0.0,Finished,0,0,0,0,,19.0,73.978,,,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,MAG,20,Haas F1 Team,12.0,14.0,0.0,Finished,0,0,0,0,,14.0,73.217,72.916,,0
2024,9,Canadian Grand Prix,Montréal,2024-06-09,2024_9,BOT,77,Kick Sauber,13.0,19.0,0.0,Finished,0,0,0,0,,17.0,73.366,,,0
